Llegada de Pasajeros por Nacionalidad,Sexo,Total de Llegada de Pasajero por Nacionalidad,Año
Argentina,Femenino,20549,2009
Argentina,Masculino,22581,2009
Bolivia,Femenino,1529,2009
Bolivia,Masculino,1524,2009
Brasil,Femenino,8949,2009
Brasil,Masculino,10621,2009
Colombia,Femenino,13845,2009
Colombia,Masculino,15311,2009
Chile,Femenino,15050,2009
Chile,Masculino,14445,2009
Ecuador,Femenino,7885,2009
Ecuador,Masculino,7912,2009
Perú,Femenino,9786,2009
Perú,Masculino,10039,2009
Uruguay,Femenino,1788,2009
Uruguay,Masculino,2077,2009
Venezuela,Femenino,19539,2009
Venezuela,Masculino,23096,2009
Otros de Suramérica,Femenino,1015,2009
Otros de Suramérica,Masculino,1039,2009
Europa,Femenino,590130,2009
Europa,Masculino,613126,2009
Alemania,Femenino,86769,2009
Alemania,Masculino,91764,2009
Austria,Femenino,5056,2009
Austria,Masculino,4993,2009
Bélgica,Femenino,18984,2009
Bélgica,Masculino,19145,2009
Bulgaria,Femenino,229,2009
Bulgaria,Masculino,270,2009
Checoslovaquia,Femenino,0,2009
Checoslovaquia,Masculino,0,2009
Dinamarca,Femenino,971,2009
Dinamarca,Masculino,1090,2009
Escocia,Femenino,2674,2009
Escocia,Masculino,3037,2009
España,Femenino,111230,2009
España,Masculino,120045,2009
Finlandia,Femenino,2090,2009
Finlandia,Masculino,2355,2009
Francia,Femenino,122959,2009
Francia,Masculino,124079,2009
Grecia,Femenino,195,2009
Grecia,Masculino,372,2009
Holanda,Femenino,20214,2009
Holanda,Masculino,21391,2009
Hungría,Femenino,336,2009
Hungría,Masculino,368,2009
Reino Unido,Femenino,89737,2009
Reino Unido,Masculino,86443,2009
Irlanda,Femenino,818,2009
Irlanda,Masculino,949,2009
Italia,Femenino,52348,2009
Italia,Masculino,63427,2009
Luxemburgo,Femenino,214,2009
Luxemburgo,Masculino,259,2009
Noruega,Femenino,1227,2009
Noruega,Masculino,1348,2009
Polonia,Femenino,1681,2009
Polonia,Masculino,2114,2009
Portugal,Femenino,21721,2009
Portugal,Masculino,21009,2009
República Checa,Femenino,2434,2009
República Checa,Masculino,3092,2009
Rumania,Femenino,288,2009
Rumania,Masculino,304,2009
Rusia,Femenino,27049,2009
Rusia,Masculino,22703,2009
Suecia,Femenino,2960,2009
Suecia,Masculino,3193,2009
Suiza,Femenino,14555,2009
Suiza,Masculino,15028,2009
Ucrania,Femenino,1097,2009
Ucrania,Masculino,1230,2009
Otros de Europa,Femenino,2294,2009
Otros de Europa,Masculino,3118,2009
Asia,Femenino,2187,2009
Asia,Masculino,5420,2009
Corea del Sur,Femenino,221,2009
Corea del Sur,Masculino,716,2009
China,Femenino,105,2009
China,Masculino,276,2009
India,Femenino,182,2009
India,Masculino,624,2009
Israel,Femenino,338,2009
Israel,Masculino,1107,2009
Japón,Femenino,741,2009
Japón,Masculino,1295,2009
Tailandia,Femenino,0,2009
Tailandia,Masculino,0,2009
Taiwán,Femenino,160,2009
Taiwán,Masculino,317,2009
Otros de Asia,Femenino,440,2009
Otros de Asia,Masculino,1085,2009
Resto del mundo,Femenino,848,2009
Resto del mundo,Masculino,1208,2009
Australia,Femenino,626,2009
Australia,Masculino,771,2009
Otros resto del mundo,Femenino,222,2009
Otros resto del mundo,Masculino,437,2009
Dominicanos residentes,Femenino,207042,2010
Dominicanos residentes,Masculino,203871,2010
Extranjeros residentes,Femenino,20119,2010
Extranjeros residentes,Masculino,30689,2010
Dominicanos no residentes,Femenino,315422,2010
Dominicanos no residentes,Masculino,288011,2010
Extranjeros no residentes,Femenino,1866642,2010
Extranjeros no residentes,Masculino,1654468,2010
América del norte,Femenino,1029783,2010
América del norte,Masculino,872533,2010
Canadá,Femenino,379197,2010
Canadá,Masculino,282861,2010
Estados Unidos,Femenino,643459,2010
Estados Unidos,Masculino,576104,2010
México,Femenino,7127,2010
México,Masculino,13568,2010
América central y Caribe,Femenino,81230,2010
América central y Caribe,Masculino,108403,2010
Aruba,Femenino,957,2010
Aruba,Masculino,916,2010
Bahamas,Femenino,0,2010
Bahamas,Masculino,0,2010
"Caicos y Turcas, Islas",Femenino,355,2010
"Caicos y Turcas, Islas",Masculino,681,2010
Costa Rica,Femenino,2869,2010
Costa Rica,Masculino,5542,2010
Cuba,Femenino,1679,2010
Cuba,Masculino,2139,2010
Curazao,Femenino,1428,2010
Curazao,Masculino,2979,2010
El Salvador,Femenino,1394,2010
El Salvador,Masculino,2316,2010
Guadalupe,Femenino,2082,2010
Guadalupe,Masculino,3106,2010
Guatemala,Femenino,1754,2010
Guatemala,Masculino,3666,2010
Haití,Femenino,3384,2010
Haití,Masculino,6134,2010
Honduras,Femenino,781,2010
Honduras,Masculino,1396,2010
Jamaica,Femenino,458,2010
Jamaica,Masculino,666,2010
Martinica,Femenino,1952,2010
Martinica,Masculino,2300,2010
Nicaragua,Femenino,0,2010
Nicaragua,Masculino,0,2010
Panamá,Femenino,2977,2010
Panamá,Masculino,6429,2010
Puerto Rico,Femenino,55401,2010
Puerto Rico,Masculino,62800,2010
San Martín,Femenino,849,2010
San Martín,Masculino,1671,2010
Trinidad y Tobago,Femenino,568,2010
Trinidad y Tobago,Masculino,870,2010
"Vírgenes Americanas, Islas",Femenino,226,2010
"Vírgenes Americanas, Islas",Masculino,600,2010
Otros del Caribe,Femenino,2116,2010
Otros del Caribe,Masculino,4192,2010
América del sur,Femenino,140926,2010
América del sur,Masculino,135090,2010
Argentina,Femenino,36543,2010
Argentina,Masculino,32639,2010
Bolivia,Femenino,2584,2010
Bolivia,Masculino,2522,2010
Brasil,Femenino,19258,2010
Brasil,Masculino,17895,2010
Colombia,Femenino,15282,2010
Colombia,Masculino,15981,2010
Chile,Femenino,21958,2010
Chile,Masculino,18771,2010
Ecuador,Femenino,9171,2010
Ecuador,Masculino,7426,2010
Perú,Femenino,11413,2010
Perú,Masculino,13223,2010
Uruguay,Femenino,2074,2010
Uruguay,Masculino,2380,2010
Venezuela,Femenino,21876,2010
Venezuela,Masculino,23320,2010
Otros de Suramérica,Femenino,767,2010
Otros de Suramérica,Masculino,933,2010
Europa,Femenino,610977,2010
Europa,Masculino,530213,2010
Alemania,Femenino,97942,2010
Alemania,Masculino,83376,2010
Austria,Femenino,4806,2010
Austria,Masculino,4834,2010
Bélgica,Femenino,21630,2010
Bélgica,Masculino,16557,2010
Bulgaria,Femenino,259,2010
Bulgaria,Masculino,323,2010
Checoslovaquia,Femenino,0,2010
Checoslovaquia,Masculino,0,2010
Dinamarca,Femenino,874,2010
Dinamarca,Masculino,1271,2010
Escocia,Femenino,3154,2010
Escocia,Masculino,3819,2010
España,Femenino,102351,2010
España,Masculino,87255,2010
Finlandia,Femenino,2094,2010
Finlandia,Masculino,2151,2010
Francia,Femenino,131284,2010
Francia,Masculino,99691,2010
Grecia,Femenino,129,2010
Grecia,Masculino,366,2010
Holanda,Femenino,21154,2010
Holanda,Masculino,18946,2010
Hungría,Femenino,357,2010
Hungría,Masculino,446,2010
Reino Unido,Femenino,87110,2010
Reino Unido,Masculino,74138,2010
Irlanda,Femenino,803,2010
Irlanda,Masculino,761,2010
Italia,Femenino,40900,2010
Italia,Masculino,54052,2010
Luxemburgo,Femenino,223,2010
Luxemburgo,Masculino,272,2010
Noruega,Femenino,772,2010
Noruega,Masculino,1119,2010
Polonia,Femenino,2391,2010
Polonia,Masculino,2543,2010
Portugal,Femenino,20906,2010
Portugal,Masculino,16035,2010
República Checa,Femenino,3037,2010
República Checa,Masculino,3075,2010
Rumania,Femenino,446,2010
Rumania,Masculino,302,2010
Rusia,Femenino,42557,2010
Rusia,Masculino,33502,2010
Suecia,Femenino,3550,2010
Suecia,Masculino,4210,2010
Suiza,Femenino,15565,2010
Suiza,Masculino,14012,2010
Ucrania,Femenino,1571,2010
Ucrania,Masculino,1861,2010
Otros de Europa,Femenino,5112,2010
Otros de Europa,Masculino,5296,2010
Asia,Femenino,2578,2010
Asia,Masculino,6415,2010
Corea del Sur,Femenino,343,2010
Corea del Sur,Masculino,1063,2010
China,Femenino,188,2010
China,Masculino,458,2010
India,Femenino,104,2010
India,Masculino,744,2010
Israel,Femenino,414,2010
Israel,Masculino,1062,2010
Japón,Femenino,787,2010
Japón,Masculino,1444,2010
Tailandia,Femenino,0,2010
Tailandia,Masculino,0,2010
Taiwán,Femenino,153,2010
Taiwán,Masculino,302,2010
Otros de Asia,Femenino,589,2010
Otros de Asia,Masculino,1342,2010
Resto del mundo,Femenino,1148,2010
Resto del mundo,Masculino,1814,2010
Australia,Femenino,724,2010
Australia,Masculino,952,2010
Otros resto del mundo,Femenino,424,2010
Otros resto del mundo,Masculino,862,2010
Dominicanos residentes,Femenino,210727,2011
Dominicanos residentes,Masculino,208244,2011
Extranjeros residentes,Femenino,20131,2011
Extranjeros residentes,Masculino,30940,2011
Dominicanos no residentes,Femenino,320124,2011
Dominicanos no residentes,Masculino,283310,2011
Extranjeros no residentes,Femenino,1854529,2011
Extranjeros no residentes,Masculino,1848468,2011
América del norte,Femenino,1018013,2011
América del norte,Masculino,970922,2011
Canadá,Femenino,363632,2011
Canadá,Masculino,304658,2011
Estados Unidos,Femenino,646480,2011
Estados Unidos,Masculino,650698,2011
México,Femenino,7901,2011
México,Masculino,15566,2011
América central y Caribe,Femenino,72171,2011
América central y Caribe,Masculino,114624,2011
Aruba,Femenino,821,2011
Aruba,Masculino,1067,2011
Bahamas,Femenino,0,2011
Bahamas,Masculino,0,2011
"Caicos y Turcas, Islas",Femenino,220,2011
"Caicos y Turcas, Islas",Masculino,698,2011
Costa Rica,Femenino,3533,2011
Costa Rica,Masculino,6085,2011
Cuba,Femenino,1507,2011
Cuba,Masculino,2331,2011
Curazao,Femenino,1487,2011
Curazao,Masculino,2895,2011
El Salvador,Femenino,1450,2011
El Salvador,Masculino,2420,2011
Guadalupe,Femenino,2409,2011
Guadalupe,Masculino,4027,2011
Guatemala,Femenino,2240,2011
Guatemala,Masculino,4168,2011
Haití,Femenino,3213,2011
Haití,Masculino,6504,2011
Honduras,Femenino,916,2011
Honduras,Masculino,1542,2011
Jamaica,Femenino,381,2011
Jamaica,Masculino,646,2011
Martinica,Femenino,1594,2011
Martinica,Masculino,2239,2011
Nicaragua,Femenino,0,2011
Nicaragua,Masculino,0,2011
Panamá,Femenino,4444,2011
Panamá,Masculino,7935,2011
Puerto Rico,Femenino,44141,2011
Puerto Rico,Masculino,65364,2011
San Martín,Femenino,1138,2011
San Martín,Masculino,1516,2011
Trinidad y Tobago,Femenino,433,2011
Trinidad y Tobago,Masculino,774,2011
"Vírgenes Americanas, Islas",Femenino,260,2011
"Vírgenes Americanas, Islas",Masculino,589,2011
Otros del Caribe,Femenino,1984,2011
Otros del Caribe,Masculino,3824,2011
América del sur,Femenino,187191,2011
América del sur,Masculino,196259,2011
Argentina,Femenino,51044,2011
Argentina,Masculino,46418,2011
Bolivia,Femenino,3955,2011
Bolivia,Masculino,3666,2011
Brasil,Femenino,37474,2011
Brasil,Masculino,39151,2011
Colombia,Femenino,19183,2011
Colombia,Masculino,21799,2011
Chile,Femenino,26162,2011
Chile,Masculino,23700,2011
Ecuador,Femenino,8830,2011
Ecuador,Masculino,9956,2011
Perú,Femenino,13875,2011
Perú,Masculino,16771,2011
Uruguay,Femenino,2635,2011
Uruguay,Masculino,2991,2011
Venezuela,Femenino,22758,2011
Venezuela,Masculino,30321,2011
Otros de Suramérica,Femenino,1275,2011
Otros de Suramérica,Masculino,1486,2011
Europa,Femenino,573809,2011
Europa,Masculino,558200,2011
Alemania,Femenino,95497,2011
Alemania,Masculino,88350,2011
Austria,Femenino,4037,2011
Austria,Masculino,4202,2011
Bélgica,Femenino,19420,2011
Bélgica,Masculino,17535,2011
Bulgaria,Femenino,168,2011
Bulgaria,Masculino,387,2011
Checoslovaquia,Femenino,0,2011
Checoslovaquia,Masculino,0,2011
Dinamarca,Femenino,671,2011
Dinamarca,Masculino,1038,2011
Escocia,Femenino,1053,2011
Escocia,Masculino,936,2011
España,Femenino,82522,2011
España,Masculino,87671,2011
Finlandia,Femenino,1239,2011
Finlandia,Masculino,1144,2011
Francia,Femenino,130073,2011
Francia,Masculino,116343,2011
Grecia,Femenino,96,2011
Grecia,Masculino,358,2011
Holanda,Femenino,18531,2011
Holanda,Masculino,19330,2011
Hungría,Femenino,307,2011
Hungría,Masculino,473,2011
Reino Unido,Femenino,71897,2011
Reino Unido,Masculino,62961,2011
Irlanda,Femenino,398,2011
Irlanda,Masculino,698,2011
Italia,Femenino,44421,2011
Italia,Masculino,55401,2011
Luxemburgo,Femenino,221,2011
Luxemburgo,Masculino,214,2011
Noruega,Femenino,693,2011
Noruega,Masculino,834,2011
Polonia,Femenino,3305,2011
Polonia,Masculino,3601,2011
Portugal,Femenino,15437,2011
Portugal,Masculino,13966,2011
República Checa,Femenino,2963,2011
República Checa,Masculino,3033,2011
Rumania,Femenino,327,2011
Rumania,Masculino,644,2011
Rusia,Femenino,61847,2011
Rusia,Masculino,58905,2011
Suecia,Femenino,2548,2011
Suecia,Masculino,2791,2011
Suiza,Femenino,12549,2011
Suiza,Masculino,13973,2011
Ucrania,Femenino,1750,2011
Ucrania,Masculino,1752,2011
Otros de Europa,Femenino,1839,2011
Otros de Europa,Masculino,1660,2011
Asia,Femenino,2440,2011
Asia,Masculino,6936,2011
Corea del Sur,Femenino,334,2011
Corea del Sur,Masculino,966,2011
China,Femenino,310,2011
China,Masculino,591,2011
India,Femenino,111,2011
India,Masculino,853,2011
Israel,Femenino,303,2011
Israel,Masculino,901,2011
Japón,Femenino,643,2011
Japón,Masculino,1627,2011
Tailandia,Femenino,0,2011
Tailandia,Masculino,0,2011
Taiwán,Femenino,216,2011
Taiwán,Masculino,302,2011
Otros de Asia,Femenino,523,2011
Otros de Asia,Masculino,1696,2011
Resto del mundo,Femenino,905,2011
Resto del mundo,Masculino,1527,2011
Australia,Femenino,541,2011
Australia,Masculino,820,2011
Otros resto del mundo,Femenino,364,2011
Otros resto del mundo,Masculino,707,2011
Dominicanos residentes,Femenino,219013,2012
Dominicanos residentes,Masculino,212439,2012
Extranjeros residentes,Femenino,20774,2012
Extranjeros residentes,Masculino,32189,2012
Dominicanos no residentes,Femenino,338738,2012
Dominicanos no residentes,Masculino,300175,2012
Extranjeros no residentes,Femenino,1970722,2012
Extranjeros no residentes,Masculino,1952971,2012
América del norte,Femenino,1123161,2012
América del norte,Masculino,1071907,2012
Canadá,Femenino,370778,2012
Canadá,Masculino,318765,2012
Estados Unidos,Femenino,743064,2012
Estados Unidos,Masculino,735851,2012
México,Femenino,9319,2012
México,Masculino,17291,2012
América central y Caribe,Femenino,72171,2012
América central y Caribe,Masculino,118716,2012
Aruba,Femenino,679,2012
Aruba,Masculino,826,2012
Bahamas,Femenino,0,2012
Bahamas,Masculino,0,2012
"Caicos y Turcas, Islas",Femenino,366,2012
"Caicos y Turcas, Islas",Masculino,875,2012
Costa Rica,Femenino,3950,2012
Costa Rica,Masculino,5929,2012
Cuba,Femenino,1611,2012
Cuba,Masculino,2385,2012
Curazao,Femenino,1884,2012
Curazao,Masculino,3427,2012
El Salvador,Femenino,1609,2012
El Salvador,Masculino,2313,2012
Guadalupe,Femenino,2346,2012
Guadalupe,Masculino,3731,2012
Guatemala,Femenino,2118,2012
Guatemala,Masculino,4141,2012
Haití,Femenino,2706,2012
Haití,Masculino,6725,2012
Honduras,Femenino,815,2012
Honduras,Masculino,1182,2012
Jamaica,Femenino,420,2012
Jamaica,Masculino,626,2012
Martinica,Femenino,1696,2012
Martinica,Masculino,2922,2012
Nicaragua,Femenino,0,2012
Nicaragua,Masculino,0,2012
Panamá,Femenino,5735,2012
Panamá,Masculino,8571,2012
Puerto Rico,Femenino,44751,2012
Puerto Rico,Masculino,67842,2012
San Martín,Femenino,1320,2012
San Martín,Masculino,2091,2012
Trinidad y Tobago,Femenino,415,2012
Trinidad y Tobago,Masculino,857,2012
"Vírgenes Americanas, Islas",Femenino,289,2012
"Vírgenes Americanas, Islas",Masculino,776,2012
Otros del Caribe,Femenino,2112,2012
Otros del Caribe,Masculino,3497,2012
América del sur,Femenino,216828,2012
América del sur,Masculino,212950,2012
Argentina,Femenino,52087,2012
Argentina,Masculino,49234,2012
Bolivia,Femenino,3799,2012
Bolivia,Masculino,3602,2012
Brasil,Femenino,40303,2012
Brasil,Masculino,39634,2012
Colombia,Femenino,22516,2012
Colombia,Masculino,22439,2012
Chile,Femenino,32867,2012
Chile,Masculino,27937,2012
Ecuador,Femenino,6328,2012
Ecuador,Masculino,7561,2012
Perú,Femenino,20172,2012
Perú,Masculino,18781,2012
Uruguay,Femenino,2696,2012
Uruguay,Masculino,3174,2012
Venezuela,Femenino,34074,2012
Venezuela,Masculino,38606,2012
Otros de Suramérica,Femenino,1986,2012
Otros de Suramérica,Masculino,1982,2012
Europa,Femenino,552531,2012
Europa,Masculino,541233,2012
Alemania,Femenino,94162,2012
Alemania,Masculino,89371,2012
Austria,Femenino,3672,2012
Austria,Masculino,4242,2012
Bélgica,Femenino,17930,2012
Bélgica,Masculino,16181,2012
Bulgaria,Femenino,231,2012
Bulgaria,Masculino,382,2012
Checoslovaquia,Femenino,0,2012
Checoslovaquia,Masculino,0,2012
Dinamarca,Femenino,1306,2012
Dinamarca,Masculino,993,2012
Escocia,Femenino,80,2012
Escocia,Masculino,125,2012
España,Femenino,77142,2012
España,Masculino,79050,2012
Finlandia,Femenino,1247,2012
Finlandia,Masculino,1538,2012
Francia,Femenino,130891,2012
Francia,Masculino,114142,2012
Grecia,Femenino,98,2012
Grecia,Masculino,244,2012
Holanda,Femenino,16772,2012
Holanda,Masculino,17453,2012
Hungría,Femenino,228,2012
Hungría,Masculino,318,2012
Reino Unido,Femenino,49493,2012
Reino Unido,Masculino,45913,2012
Irlanda,Femenino,280,2012
Irlanda,Masculino,560,2012
Italia,Femenino,39509,2012
Italia,Masculino,50258,2012
Luxemburgo,Femenino,271,2012
Luxemburgo,Masculino,299,2012
Noruega,Femenino,661,2012
Noruega,Masculino,956,2012
Polonia,Femenino,3185,2012
Polonia,Masculino,3402,2012
Portugal,Femenino,13450,2012
Portugal,Masculino,12075,2012
República Checa,Femenino,2661,2012
República Checa,Masculino,2861,2012
Rumania,Femenino,171,2012
Rumania,Masculino,396,2012
Rusia,Femenino,81303,2012
Rusia,Masculino,81854,2012
Suecia,Femenino,1830,2012
Suecia,Masculino,1773,2012
Suiza,Femenino,13882,2012
Suiza,Masculino,13933,2012
Ucrania,Femenino,1295,2012
Ucrania,Masculino,1847,2012
Otros de Europa,Femenino,781,2012
Otros de Europa,Masculino,1067,2012
Asia,Femenino,2400,2012
Asia,Masculino,6517,2012
Corea del Sur,Femenino,357,2012
Corea del Sur,Masculino,859,2012
China,Femenino,220,2012
China,Masculino,743,2012
India,Femenino,147,2012
India,Masculino,794,2012
Israel,Femenino,277,2012
Israel,Masculino,800,2012
Japón,Femenino,622,2012
Japón,Masculino,1414,2012
Tailandia,Femenino,0,2012
Tailandia,Masculino,0,2012
Taiwán,Femenino,167,2012
Taiwán,Masculino,320,2012
Otros de Asia,Femenino,610,2012
Otros de Asia,Masculino,1587,2012
Resto del mundo,Femenino,980,2012
Resto del mundo,Masculino,1648,2012
Australia,Femenino,678,2012
Australia,Masculino,980,2012
Otros resto del mundo,Femenino,302,2012
Otros resto del mundo,Masculino,668,2012
Dominicanos residentes,Femenino,212951,2013
Dominicanos residentes,Masculino,208222,2013
Extranjeros residentes,Femenino,21951,2013
Extranjeros residentes,Masculino,30788,2013
Dominicanos no residentes,Femenino,327149,2013
Dominicanos no residentes,Masculino,297867,2013
Extranjeros no residentes,Femenino,2158372,2013
Extranjeros no residentes,Masculino,1906382,2013
América del norte,Femenino,1259039,2013
América del norte,Masculino,1075398,2013
Canadá,Femenino,385801,2013
Canadá,Masculino,302090,2013
Estados Unidos,Femenino,863951,2013
Estados Unidos,Masculino,758887,2013
México,Femenino,9287,2013
México,Masculino,14421,2013
América central y Caribe,Femenino,76486,2013
América central y Caribe,Masculino,110314,2013
Aruba,Femenino,1131,2013
Aruba,Masculino,1153,2013
Bahamas,Femenino,0,2013
Bahamas,Masculino,0,2013
"Caicos y Turcas, Islas",Femenino,447,2013
"Caicos y Turcas, Islas",Masculino,900,2013
Costa Rica,Femenino,4442,2013
Costa Rica,Masculino,6506,2013
Cuba,Femenino,2888,2013
Cuba,Masculino,4233,2013
Curazao,Femenino,1702,2013
Curazao,Masculino,2792,2013
El Salvador,Femenino,1050,2013
El Salvador,Masculino,1934,2013
Guadalupe,Femenino,3002,2013
Guadalupe,Masculino,4304,2013
Guatemala,Femenino,1849,2013
Guatemala,Masculino,3908,2013
Haití,Femenino,2884,2013
Haití,Masculino,4377,2013
Honduras,Femenino,1047,2013
Honduras,Masculino,1733,2013
Jamaica,Femenino,357,2013
Jamaica,Masculino,556,2013
Martinica,Femenino,1626,2013
Martinica,Masculino,2638,2013
Nicaragua,Femenino,0,2013
Nicaragua,Masculino,0,2013
Panamá,Femenino,5277,2013
Panamá,Masculino,8385,2013
Puerto Rico,Femenino,43991,2013
Puerto Rico,Masculino,59831,2013
San Martín,Femenino,1533,2013
San Martín,Masculino,2038,2013
Trinidad y Tobago,Femenino,924,2013
Trinidad y Tobago,Masculino,1067,2013
"Vírgenes Americanas, Islas",Femenino,253,2013
"Vírgenes Americanas, Islas",Masculino,651,2013
Otros del Caribe,Femenino,2083,2013
Otros del Caribe,Masculino,3308,2013
América del sur,Femenino,247608,2013
América del sur,Masculino,203790,2013
Argentina,Femenino,60281,2013
Argentina,Masculino,45420,2013
Bolivia,Femenino,5171,2013
Bolivia,Masculino,3788,2013
Brasil,Femenino,50611,2013
Brasil,Masculino,40703,2013
Colombia,Femenino,22404,2013
Colombia,Masculino,21192,2013
Chile,Femenino,42308,2013
Chile,Masculino,31616,2013
Ecuador,Femenino,5840,2013
Ecuador,Masculino,5134,2013
Perú,Femenino,19565,2013
Perú,Masculino,15585,2013
Uruguay,Femenino,2931,2013
Uruguay,Masculino,2803,2013
Venezuela,Femenino,35637,2013
Venezuela,Masculino,34767,2013
Otros de Suramérica,Femenino,2860,2013
Otros de Suramérica,Masculino,2782,2013
Europa,Femenino,571805,2013
Europa,Masculino,508639,2013
